"sigma_kappa[1]","sigma_kappa[2]","sigma_kappa[3]","sigma_kappa[4]"
1.48450396839087,1.08316041919801,2.26112508623067,1.10158148098888
1.70697108926466,1.17614103585976,2.40473130353386,1.06697319318009
1.18374336197346,0.972783548221,3.08058118407038,0.769482860970599
1.41773712905855,1.25404064270621,2.32969410096946,0.915804348147836
1.73177786016825,1.01030479658851,3.59347126891564,0.697986821950456
1.53995663246176,1.01523084111241,3.46301642744216,0.664182786124085
1.75317303018102,0.902775866845403,2.40243615072731,1.00428217882981
1.28112130753446,0.937587603813075,1.78871206732132,1.40451347673761
1.82590816828978,1.4174524713188,1.64018833548711,0.647081367425569
1.84498389368074,1.92699632493052,2.58157806425976,1.06452788708763
1.81311194453227,1.79734377677267,2.33230525344401,1.11187573162944
1.98622420137937,1.64443722621989,2.33420830612869,1.15989910606625
1.52331133585011,1.23951787306845,2.81351097720514,1.28975805172399
1.45817162111648,1.45876650461989,2.33237991624894,1.21724623506065
2.13338772985103,1.17558519618362,2.34694228033419,1.17628843105344
1.79578489382062,1.08234777706289,2.31376162466758,1.21622626491205
1.66030852346228,1.16438339931256,2.46258715322177,1.61818507442181
2.0427228378785,1.18835166461169,2.54640594833187,1.17197307300284
1.64848631732068,0.914453261022135,2.53894984515053,1.11783880484575
2.69781067561912,1.11639024737018,3.43543387102849,1.15302031551629
1.83487208868386,1.29518911885227,2.68910763167788,0.915624340397942
1.8483347660572,1.26846404620538,2.69816046840955,0.955183663792833
1.51048624803052,1.26230102208272,3.01089494960127,1.04710254006251
1.64567621734483,0.973813081839929,1.4972663506128,1.33806852507175
1.31037022441839,1.00532777277398,2.49466462779246,1.15283112013535
1.51515631070835,0.850674100399354,2.37761479362223,1.49435691093922
1.57422642866208,1.07038796909147,2.16784329393141,1.62726190885306
1.5611041327352,1.06575191228595,1.93197279663136,1.01020585191358
1.49739569858985,1.1621516552939,2.91533016412843,1.09887125780786
1.37592998753119,0.983764934125895,2.96146147583064,0.824025942026071
1.76889961505693,0.930064030985273,2.21492116303181,0.937559697305482
1.6095279105426,1.09939005113331,3.40918803685815,0.783582655681741
1.80489916129755,0.997190892396869,4.21356742743357,0.911265308413293
1.63024826608853,1.11648576689322,2.62196976378555,0.920062560661015
2.12180002584967,1.04400106275911,2.48887737693376,0.754922743446538
2.25298926262935,0.794876733222551,3.37268963146478,0.764998498318109
1.79446993057004,1.32421081712665,2.47132886260767,1.20380429702019
1.81716184667277,1.10627498647154,3.45784371785839,1.11219044370498
1.76996526688518,1.28215700058936,3.12088242262469,1.41902498078196
1.58128611511385,1.47212499954802,1.9370747449091,1.148462383954
1.66427169991282,1.12458293171012,3.21613879954092,1.26821226317541
1.48764054023484,1.19633053441627,3.24492687124265,1.00928469757613
2.0847719765824,0.895787332470285,3.27467440810097,0.908955300802723
1.83895076774246,1.08594086991291,3.00650401812558,0.730555955026618
2.2980963106892,1.1654670253536,4.24863482510186,0.815486407593225
